StudnetID,Degree Level,School,Major Group,Gender Identity,Ethnicity,Domestic or International Status,Outcome,Have Info?,Placement Status,Employer,Industry,Full-time or Part-time,Position Type,Job Title,Job Level,Promotion or Return Offer from an Internship,Total post-graduation job offers,Employment Timing,Annual Salary Amount,Used Wasserman Services,Continuing Education School Name,Continuing Education Degree,Continuning Education Field,City,State,Country
LBTS_2023_10433,Masters,School of Professional Studies,Business,Man,Not Available,Domestic,Working,Yes,Placed,JK Equities,Real Estate,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Acquisition Analyst,Entry-level,Return offer from an internship,,,,Yes,,,,,New York,United States of America
LBTS_2023_9433,Masters,School of Professional Studies,Business,Man,White,Domestic,Working,Yes,Placed,DMG Investments,Real Estate,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Acquisition Associate,Mid-level,Promotion from a previously held role,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_6959,Masters,School of Professional Studies,Business,Man,White,Domestic,Working,Yes,Placed,Certes Partners,Real Estate,Part-time (fewer than 30 hours/week),Internship,Acquisitions,Mid-level,Not applicable,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_9165,Masters,School of Professional Studies,Business,Man,White,Domestic,Working,Yes,Placed,Sterling Equities,Real Estate,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Acquisitions,,,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_6769,Bachelors,College of Arts and Science,Mathematics and Economics,Man,Two or More Races,Domestic,Working,Yes,Placed,Heitman,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Acquisitions Analyst,Entry-level,Not applicable,1,Before graduation,75000,Yes,,,,Chicago,Illinois,United States of America
LBTS_2023_975,Bachelors,Leonard N. Stern School of Business,Business,Man,International,International,Working,Yes,Placed,Vornado Realty Trust,Real Estate,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Acquisitions Analyst,Entry-level,Return offer from an internship,1,,85000,Yes,,,,New York,New York,United States of America
LBTS_2023_13457,Masters,School of Professional Studies,Business,Man,White,Domestic,Working,Yes,Placed,Hirschfeld Properties,Real Estate,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Acquisitions Analyst,Entry-level,Not applicable,1,Before graduation,90000,Yes,,,,New York,New York,United States of America
LBTS_2023_1560,Bachelors,Leonard N. Stern School of Business,Business,Man,White,Domestic,Working,Yes,Placed,Morgan Stanley,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Acquisitions analyst,Entry-level,Not applicable,3,,,Yes,,,,New York,New York,United States of America
LBTS_2023_14057,Masters,School of Professional Studies,Business,Man,White,Domestic,Working,Yes,Placed,Aulder Capital,Real Estate,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Acquisitions Analyst,Mid-level,Not applicable,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_7954,Masters,School of Professional Studies,Business,Man,White,Domestic,Working,Yes,Placed,Titanium Realty Group,Real Estate,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Acquisitions and Development,,,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_9476,Masters,School of Professional Studies,Business,Man,White,Domestic,Working,Yes,Placed,Hubb NYC Properties,Real Estate,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Acquisitions Associate,Mid-level,Not applicable,2,Before graduation,150000,Yes,,,,New York,New York,United States of America
LBTS_2023_11046,Masters,School of Professional Studies,Business,Man,Not Available,Domestic,Working,Yes,Placed,Faropoint,Real Estate,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Acquisitions Associate,Mid-level,Not applicable,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_15149,Bachelors,Tisch School of the Arts,Humanities,Woman,White,Domestic,Working,Yes,Placed,A24,Entertainment/Media,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)","Acquisitions, Development & Production Coordinator",Entry-level,Promotion from a previously held role,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_9495,Bachelors,Tisch School of the Arts,Humanities,Woman,Hispanic,Domestic,Working,Yes,Placed,VS Music Studios,Education/Teaching,Part-time (fewer than 30 hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Acting + Voice Teacher,Entry-level,Not applicable,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_14604,Masters,Tandon School of Engineering,Computer Science / Data Science/ Engineering/ Game Design,Woman,International,International,Working,Yes,Placed,The Pearl Dream,Computer Science/Technology,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Acting Chief Operating Officer,Executive level (except chief executive),Not applicable,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_6835,Bachelors,"Steinhardt School of Culture, Education, and Human Development",Business,Non-binary,Hispanic,Domestic,Working,Yes,Placed,Coach,Fashion/Retail/Consumer Products,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Acting Lead Supervisor,Mid-level,Promotion from a previously held role,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_7652,Masters,"Steinhardt School of Culture, Education, and Human Development",Clinical Health and Public Health,Woman,Asian/Pacific Islander,Domestic,Working,Yes,Placed,The Harborside,Health Care,Part-time (fewer than 30 hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Activities Coordinator / Art Therapy,Mid-level,Return offer from an internship,,,,No,,,,Nassau County,New York,United States of America
LBTS_2023_4542,Bachelors,Rory Meyers College of Nursing,Clinical Health and Public Health,Woman,Asian/Pacific Islander,Domestic,Working,Yes,Placed,Not Available,Hospitality/Tourism/Sports & Recreation,Part-time (fewer than 30 hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Activity Manager,Entry-level,Promotion from a previously held role,None – I was not seeking any job offers,Before graduation,,Yes,,,,San Ramon,California,United States of America
LBTS_2023_3800,Bachelors,Tisch School of the Arts,Humanities,Woman,White,Domestic,Working,Yes,Placed,Self-employed,Entertainment/Media,Full-time (30+ hours/week),Entrepreneurial/Self-Employed,Actor,,Not applicable,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_7825,Bachelors,Gallatin School of Individualized Study,Other/ Create your own major,Woman,Black,Domestic,Working,Yes,Placed,Not Available,Entertainment/Media,Full-time (30+ hours/week),Entrepreneurial/Self-Employed,Actor,,Not applicable,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_14351,Bachelors,Tisch School of the Arts,Humanities,Man,International,International,Working,Yes,Placed,Second Stage Theater,"Arts (Theater, Performing Arts)",Part-time (fewer than 30 hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Actor,Entry-level,Not applicable,1,Within 3 months of graduation,,No,,,,New York,New York,United States of America
LBTS_2023_14920,Bachelors,Tisch School of the Arts,Humanities,Woman,Black,Domestic,Working,Yes,Placed,Self-employed,Entertainment/Media,Full-time (30+ hours/week),Entrepreneurial/Self-Employed,Actor,Entry-level,Not applicable,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_14833,Bachelors,Tisch School of the Arts,Humanities,Woman,Black,Domestic,Working,Yes,Placed,Not Available,"Arts (Theater, Performing Arts)",Part-time (fewer than 30 hours/week),Freelance (developing one's own projects and selling them to clients),Actor,Entry-level,,2,,,Yes,,,,Stamford,Connecticut,United States of America
LBTS_2023_14484,Bachelors,"Steinhardt School of Culture, Education, and Human Development",Humanities,Woman,White,Domestic,Working,Yes,Placed,Aperture Talent,Entertainment/Media,Part-time (fewer than 30 hours/week),"Temporary/Contract Work Assignment (working for one client on a specific project, with a limited timeframe)",Actor / Singer,Entry-level,Not applicable,,,,Yes,,,,,,United States of America
LBTS_2023_11181,Masters,"Steinhardt School of Culture, Education, and Human Development",Humanities,Woman,White,Domestic,Working,Yes,Placed,Middle Earth Studios,"Arts (Theater, Performing Arts)",Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Actor & Location Supervisor,,Not applicable,,,,Yes,,,,Hope,New Jersey,United States of America
LBTS_2023_2895,Bachelors,"Steinhardt School of Culture, Education, and Human Development",Humanities,Man,White,Domestic,Working,Yes,Placed,Theatreworks USA,"Arts (Theater, Performing Arts)",Full-time (30+ hours/week),"Temporary/Contract Work Assignment (working for one client on a specific project, with a limited timeframe)",Actor and ASM,Entry-level,Not applicable,2,,15000,No,,,,New York,New York,United States of America
LBTS_2023_14177,Bachelors,Tisch School of the Arts,Humanities,Woman,International,International,Working,Yes,Placed,NY Theater Lab,"Arts (Theater, Performing Arts)",Part-time (fewer than 30 hours/week),Freelance (developing one's own projects and selling them to clients),Actor and Performer,Entry-level,,3,,,Yes,,,,New York,New York,United States of America
LBTS_2023_437,Bachelors,Tisch School of the Arts,Humanities,Woman,Hispanic,Domestic,Working,Yes,Placed,Self-employed,Entertainment/Media,Full-time (30+ hours/week),Entrepreneurial/Self-Employed,"Actor, Singer, and Creator",,Not applicable,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_2331,Bachelors,Tisch School of the Arts,Humanities,Man,White,Domestic,Working,Yes,Placed,Self-employed,Entertainment/Media,Full-time (30+ hours/week),Entrepreneurial/Self-Employed,"Actor, Songwriter, Writer, Filmmaker",,Not applicable,,,,No,,,,New York,New York,United States of America
LBTS_2023_8315,Bachelors,College of Arts and Science,Humanities,Woman,Hispanic,Domestic,Working,Yes,Placed,Self-employed,"Arts (Theater, Performing Arts)",Full-time (30+ hours/week),Freelance (developing one's own projects and selling them to clients),Actress,Entry-level,Not applicable,3,Within 3 months of graduation,,No,,,,Los Angeles,California,United States of America
LBTS_2023_9496,Masters,Tandon School of Engineering,Computer Science / Data Science/ Engineering/ Game Design,Man,International,International,Working,Yes,Placed,TruStage,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Actuarial Analyst,Entry-level,Not applicable,,,,Yes,,,,Madison,Wisconsin,United States of America
LBTS_2023_3313,Bachelors,Leonard N. Stern School of Business,Business,Man,Asian/Pacific Islander,Domestic,Working,Yes,Placed,MetLife,Insurance,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Actuarial Associate,Entry-level,Promotion from a previously held role,1,,,Yes,,,,Bridgewater,New Jersey,United States of America
LBTS_2023_4357,Bachelors,Leonard N. Stern School of Business,Business,Woman,International,International,Working,Yes,Placed,EY,Accounting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Actuarial Consultant,Entry-level,Not applicable,2,,,Yes,,,,New York,New York,United States of America
LBTS_2023_10116,Masters,"Steinhardt School of Culture, Education, and Human Development",Social Sciences/ Social Work,Woman,Asian/Pacific Islander,International,Working,Yes,Placed,Aspen Insurance,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Actuarial Graduate,Entry-level,Not applicable,2,Before graduation,63000,Yes,,,,Jersey City,New Jersey,United States of America
